ID,Year,Month,Day,Parameter,Flow (m3/s)
04LG004,2020,5,17,47,2362.465277777778
04LG004,2020,5,18,47,2984.5323741007196
04LG004,2020,5,19,47,3442.2340425531916
04LG004,2020,5,20,47,3880.0507614213197
04LG004,2020,5,21,47,4178.068965517241
04LG004,2020,5,22,47,4419.058823529412
04LG004,2020,5,23,47,4525.505617977528
04LG004,2020,5,24,47,4116.134453781513
04LG004,2020,5,25,47,3874.864864864865
04LG004,2020,5,26,47,3286.896551724138
04LG004,2020,5,27,47,3300.8270676691727
04LG004,2020,5,28,47,3561.6470588235293
04LG004,2020,5,29,47,3595.758754863813
04LG004,2020,5,30,47,3379.1007194244603
04LG004,2020,5,31,47,3331.153846153846
04LG004,2020,6,1,47,3406.778846153846
04LG004,2020,6,2,47,3070.377358490566
04LG004,2020,6,3,47,2613.3680555555557
04LG004,2020,6,4,47,2047.0833333333333
04LG004,2020,6,5,47,2071.875
04LG004,2020,6,6,47,2194.9305555555557
04LG004,2020,6,7,47,1880.8333333333333
04LG004,2020,6,8,47,1623.5416666666667
04LG004,2020,6,9,47,1616.4930555555557
04LG004,2020,6,10,47,1620.138888888889
04LG004,2020,6,11,47,1620.2430555555557
04LG004,2020,6,12,47,1655.625
04LG004,2020,6,13,47,1881.9791666666667
04LG004,2020,6,14,47,2166.7708333333335
04LG004,2020,6,15,47,2287.534722222222
04LG004,2020,6,16,47,1656.9791666666667
04LG004,2020,6,17,47,1687.326388888889
04LG004,2020,6,18,47,1407.7083333333333
04LG004,2020,6,19,47,1282.1527777777778
04LG004,2020,6,20,47,1169.0972222222222
04LG004,2020,6,21,47,1091.736111111111
04LG004,2020,6,22,47,1220.8333333333333
04LG004,2020,6,23,47,1232.8125
04LG004,2020,6,24,47,1348.1597222222222
04LG004,2020,6,25,47,2360.5555555555557
04LG004,2020,6,26,47,4055.900900900901
04LG004,2020,6,27,47,4471.238532110092
04LG004,2020,6,28,47,3959.4372294372292
04LG004,2020,6,29,47,3484.5522388059703
04LG004,2020,6,30,47,3010.5208333333335
04LG004,2020,7,1,47,2621.9791666666665
04LG004,2020,7,2,47,2272.5694444444443
04LG004,2020,7,3,47,1604.0277777777778
04LG004,2020,7,4,47,1694.6180555555557
04LG004,2020,7,5,47,1273.138888888889
04LG004,2020,7,6,47,1051.1631944444443
04LG004,2020,7,7,47,880.1111111111111
04LG004,2020,7,8,47,832.9444444444445
04LG004,2020,7,9,47,853.6666666666666
